Codigo de asignatura,Nombre de asignatura,Carrera,Tipologia de asignatura
3011149,fundamentos de palinologia,ingenieria geologica,libre eleccion
3011229,"futbol, ciudad y espectaculo. estudios socioterritoriales del futbol",ingenieria geologica,libre eleccion
3009602,geografia historica y cultura material,ingenieria geologica,libre eleccion
3006745,habitat i,ingenieria geologica,libre eleccion
3007643,herramientas para emprender,ingenieria geologica,libre eleccion
3007235,historia antigua,ingenieria geologica,libre eleccion
3007237,historia de america ii,ingenieria geologica,libre eleccion
3009491,historia de america iii,ingenieria geologica,libre eleccion
3007239,historia de america iv,ingenieria geologica,libre eleccion
3009756,historia de america prehispanica,ingenieria geologica,libre eleccion
3011203,"historia de las mujeres y el genero: teoria, historiografia y fuentes.",ingenieria geologica,libre eleccion
3007248,historia moderna,ingenieria geologica,libre eleccion
3009447,historia y filosofia de la tecnica,ingenieria geologica,libre eleccion
3009446,historia y literatura. significaciones de lo real y lo ficcional,ingenieria geologica,libre eleccion
3011083,humanidades ambientales i,ingenieria geologica,libre eleccion
3007071,ingenieria electroquimica,ingenieria geologica,libre eleccion
3008949,ingenieria metabolica,ingenieria geologica,libre eleccion
3008105,ingles intensivo b1,ingenieria geologica,libre eleccion
3008115,ingles intensivo b2,ingenieria geologica,libre eleccion
3010125,iniciacion al ejercicio profesional de la arquitectura,ingenieria geologica,libre eleccion
3010196,"innovacion y emprendimiento, de la creatividad a la accion",ingenieria geologica,libre eleccion
3011256,inteligencia artificial aplicada a modelos del territorio,ingenieria geologica,libre eleccion
3006989,introduccion a la electroquimica,ingenieria geologica,libre eleccion
3011187,introduccion a la evaluacion del riesgo ecologico y humano del uso de sustancias quimicas,ingenieria geologica,libre eleccion
3011092,introduccion a la gestion de datos geocientificos,ingenieria geologica,libre eleccion
3009359,introduccion a la ingenieria civil,ingenieria geologica,libre eleccion
3011110,introduccion al pensamiento estetico i,ingenieria geologica,libre eleccion
3011111,introduccion al pensamiento estetico ii,ingenieria geologica,libre eleccion
3009353,introduccion al programa de matematicas,ingenieria geologica,libre eleccion
3010596,la ingenieria del cuerpo humano,ingenieria geologica,libre eleccion
3010952,las tic en la educacion con comunidades vulnerables,ingenieria geologica,libre eleccion
3010341,latin y paleografia medieval,ingenieria geologica,libre eleccion
3011010,literatura e imagen: modos de hacer visible,ingenieria geologica,libre eleccion
3009786,lo sagrado como argumento de jurisdiccion territorial,ingenieria geologica,elegibles
3011095,los chicos no lloran: nuevas masculinidades en ingenierias,ingenieria geologica,libre eleccion
3007561,maquinaria agricola,ingenieria geologica,libre eleccion
3010953,mecanica de suelos avanzada,ingenieria geologica,elegibles
3011150,medicion del desarrollo,ingenieria geologica,libre eleccion
3010303,metrologia industrial,ingenieria geologica,libre eleccion
3010344,nutricion y alimentacion de perros y gatos,ingenieria geologica,libre eleccion
3008142,pasantia preg. en otra universidad-intern._1,ingenieria geologica,libre eleccion
3007639,pasantia pregrado - insa 1,ingenieria geologica,libre eleccion
3007641,pasantia pregrado - insa 3,ingenieria geologica,libre eleccion
3006961,pasantia pregrado - paristech 1,ingenieria geologica,libre eleccion
3006750,pasantia pregrado - paristech 3,ingenieria geologica,libre eleccion
3011260,plan b: ingenieria para la vida,ingenieria geologica,libre eleccion
3011317,planificacion minera,ingenieria geologica,libre eleccion
3007627,portugues intensivo,ingenieria geologica,libre eleccion
3007585,practica academica especial 1,ingenieria geologica,libre eleccion
3006664,practica academica especial 10,ingenieria geologica,libre eleccion
3007621,practica academica especial 12,ingenieria geologica,libre eleccion
3007586,practica academica especial 2,ingenieria geologica,libre eleccion
3007587,practica academica especial 3,ingenieria geologica,libre eleccion
3007589,practica academica especial 4,ingenieria geologica,libre eleccion
3007598,practica academica especial 5,ingenieria geologica,libre eleccion
3009496,practica academica especial 6,ingenieria geologica,libre eleccion
3008650,practica academica especial 7,ingenieria geologica,libre eleccion
3006640,practica academica especial 8,ingenieria geologica,libre eleccion
3006641,practica academica especial 9,ingenieria geologica,libre eleccion
3011159,"practica artistica, memorias y patrimonio en el territorio",ingenieria geologica,libre eleccion
3011207,practicas curatoriales,ingenieria geologica,libre eleccion
3006863,procesamiento ceramico,ingenieria geologica,libre eleccion
3006865,proteccion radiologica,ingenieria geologica,libre eleccion
3011096,radio espace: relaciones entre espacio arquitectonico y espacio sonoro,ingenieria geologica,libre eleccion
3010128,reproduccion asistida en animales domesticos,ingenieria geologica,libre eleccion
1000096-m,research seminar,ingenieria geologica,libre eleccion
3011208,restauracion ecologica para el manejo de ecosistemas terrestres,ingenieria geologica,libre eleccion
3011281,retos profesionales ante la poblacion vulnerable urbana y rural,ingenieria geologica,libre eleccion
1000152-m,"salud mental, bienestar emocional y herramientas para la vida - un enfoque interprofesional",ingenieria geologica,libre eleccion
3010185,seminario de ecologia politica,ingenieria geologica,libre eleccion
3008607,sigueme 1,ingenieria geologica,libre eleccion
3008608,sigueme 2,ingenieria geologica,libre eleccion
3011315,sistema de produccion de codornices,ingenieria geologica,libre eleccion
3009665,sistemas de informacion geografica aplicados a la agricultura,ingenieria geologica,libre eleccion
3006808,sistematica vegetal,ingenieria geologica,libre eleccion
3007582,soldadura,ingenieria geologica,libre eleccion
3011282,sostenibilidad y sistemas de produccion animal,ingenieria geologica,libre eleccion
3010903,"suelos tropicales, su origen, evolucion, analisis y manejo",ingenieria geologica,libre eleccion
3010377,taller de historia urbano-arquitectonica: memoria y patrimonio,ingenieria geologica,libre eleccion
3011307,tecnicas bioclimaticas en ambientes interiores,ingenieria geologica,libre eleccion
3011306,tecnologias y culturas digitales,ingenieria geologica,libre eleccion
3007524,termodinamica y revolucion industrial,ingenieria geologica,libre eleccion
3011097,topicos avanzados en derecho ambiental,ingenieria geologica,libre eleccion
3011007,virologia,ingenieria geologica,libre eleccion
3011137,agrogestion de la informacion,ingenieria industrial,libre eleccion
3006645,aleman a1: explora un mundo,ingenieria industrial,libre eleccion
3011079,"amor, perdon, reconciliacion en hegel",ingenieria industrial,libre eleccion
3010579,analisis de la genetica molecular,ingenieria industrial,libre eleccion
3011199,antropologia filosofica y el problema de la existencia humana,ingenieria industrial,libre eleccion
3011139,arboles y arquitectura,ingenieria industrial,libre eleccion
3009211,"arte, ideologia y poder",ingenieria industrial,libre eleccion
3006638,asignatura en otra univer. internac.-preg._1,ingenieria industrial,libre eleccion
3006692,asignatura en otra univer. nacional - preg._1,ingenieria industrial,libre eleccion
3007811,balances de materia y energia,ingenieria industrial,libre eleccion
3009275,bioprocesos agroindustriales,ingenieria industrial,libre eleccion
3008203,biotecnologia agropecuaria,ingenieria industrial,libre eleccion
3011254,"cambio climatico, paisaje y territorio",ingenieria industrial,libre eleccion
3011200,catedra africanias y sus diasporas en las americas,ingenieria industrial,libre eleccion
3011113,catedra agraria: plantaciones y restauracion forestal,ingenieria industrial,libre eleccion
3007373,catedra antioquia,ingenieria industrial,libre eleccion
3009509,catedra apun-50 anos,ingenieria industrial,libre eleccion
3011144,catedra ciudad y ciudadanias,ingenieria industrial,libre eleccion
1000129-m,"catedra colombiana: ciudadania, integridad y lucha contra la corrupcion",ingenieria industrial,libre eleccion
3007588,catedra de pensamiento ambiental: cambio ambiental global,ingenieria industrial,libre eleccion
3007645,"catedra de sede sobre genero, feminismos y diversidades sexuales: vivir juntxs",ingenieria industrial,libre eleccion
3007786,catedra en ingenieria electrica,ingenieria industrial,libre eleccion
3010348,"catedra estudiantil: universidad, participacion y sociedad",ingenieria industrial,libre eleccion
3009368,catedra gabriel trujillo: mineria y ambiente,ingenieria industrial,libre eleccion
1965-2025,catedra: historia intensa de medellin,ingenieria industrial,libre eleccion
3009065,"catedra ingenieria civil, 100 anos",ingenieria industrial,libre eleccion
3011296,catedra luis antonio restrepo arango:facultad de ciencias humanas; 50 anos construccion conocimiento,ingenieria industrial,libre eleccion
1000134-m,catedra nacional - enarmonia: anclajes imprescindibles para la educacion inclusiva en la unal,ingenieria industrial,libre eleccion
1000159-m,catedra nacional acciones por la sustentabilidad,ingenieria industrial,libre eleccion
1000158-m,catedra nacional ambiental,ingenieria industrial,libre eleccion
1000089-m,catedra nacional de induccion y preparacion para la vida universitaria,ingenieria industrial,libre eleccion
1000160-m,catedra nacional de prompt engineering,ingenieria industrial,libre eleccion
1000147-m,catedra nacional en transicion energetica: aproximacion desde las ciencias de la tierra,ingenieria industrial,libre eleccion
1000145-m,catedra nacional gestion a la adaptacion y cambio climatico en colombia,ingenieria industrial,libre eleccion
1000128-m,"catedra nacional: juntas, juntes y juntos. apuestas desde los estudios feministas y de genero",ingenieria industrial,libre eleccion
1000161-m,catedra pedro nel gomez: centros de pensamiento en ingenieria para la vida,ingenieria industrial,libre eleccion
1000157-m,"catedra proceso constituyente universitario en la unal: perspectiva historica, comparada y situada",ingenieria industrial,libre eleccion
3010712,catedra sobre la felicidad,ingenieria industrial,libre eleccion
3011164,"catedra viajera, arquitecta y urbanismo a traves del viaje",ingenieria industrial,libre eleccion
3006819,citogenetica,ingenieria industrial,libre eleccion
3007527,ciudad y ambiente,ingenieria industrial,libre eleccion
3008488,comportamiento del consumidor,ingenieria industrial,elegibles
3010929,computacion cuantica,ingenieria industrial,libre eleccion
3007075,conservacion y manejo de vida silvestre,ingenieria industrial,libre eleccion
3011231,construccion social para la practica del habitar,ingenieria industrial,libre eleccion
3007014,control biologico de plagas,ingenieria industrial,libre eleccion
3011293,"crecimiento economico, energia y crisis medio ambiental",ingenieria industrial,libre eleccion
3007016,cultivo de plantas ornamentales,ingenieria industrial,libre eleccion
3010999,"curar, editar y publicar",ingenieria industrial,libre eleccion
3010760,de la secundaria a la universidad,ingenieria industrial,libre eleccion
3009433,de la universidad a la organizacion,ingenieria industrial,libre eleccion
3011145,"del proyecto a la obra, tecnica y dispositivos en la arquitectura del tropico",ingenieria industrial,libre eleccion
3008693,deporte formativo,ingenieria industrial,libre eleccion
3010555,derecho urbanistico,ingenieria industrial,libre eleccion
3009931,economia ecologica,ingenieria industrial,libre eleccion
3011146,economia y marketing,ingenieria industrial,libre eleccion
3006631,ecosistema urbano critico,ingenieria industrial,libre eleccion
3009932,"el cuento, teoria y retoricas del cuento en la literatura latinoamericana",ingenieria industrial,libre eleccion
3010837,el proceso de produccion desde la formacion social,ingenieria industrial,libre eleccion
3011001,el retorno de las brujas: mujeres en la ciencia y equidad de genero en carreras stem,ingenieria industrial,libre eleccion
3011313,ensenanza de las ciencias sociales: metodos y tecnicas.,ingenieria industrial,libre eleccion
3011089,estados fisiologicos y etapas en la produccion animal,ingenieria industrial,libre eleccion
3009510,estimacion de parametros geneticos,ingenieria industrial,libre eleccion
3007548,etica y voluntariado universitario y social,ingenieria industrial,libre eleccion
3010177,fascismo y modernidad,ingenieria industrial,libre eleccion
3007814,fenomenos de transporte,ingenieria industrial,libre eleccion
3010333,fitoquimica,ingenieria industrial,libre eleccion
3011002,fotografia de arquitectura,ingenieria industrial,libre eleccion
3008056,frances a1: explora un mundo,ingenieria industrial,libre eleccion
3008207,frances a2: explora un mundo,ingenieria industrial,libre eleccion
3007036,fruticultura,ingenieria industrial,libre eleccion
3007753,fundamentos de control,ingenieria industrial,libre eleccion
3011149,fundamentos de palinologia,ingenieria industrial,libre eleccion
3011229,"futbol, ciudad y espectaculo. estudios socioterritoriales del futbol",ingenieria industrial,libre eleccion
3009602,geografia historica y cultura material,ingenieria industrial,libre eleccion
3010085,gerencia financiera,ingenieria industrial,elegibles
3009783,gestion de informacion e indicadores de mantenimiento,ingenieria industrial,elegibles
3006745,habitat i,ingenieria industrial,libre eleccion
3007643,herramientas para emprender,ingenieria industrial,libre eleccion
3007235,historia antigua,ingenieria industrial,libre eleccion
3007237,historia de america ii,ingenieria industrial,libre eleccion
3009491,historia de america iii,ingenieria industrial,libre eleccion
3007239,historia de america iv,ingenieria industrial,libre eleccion
3009756,historia de america prehispanica,ingenieria industrial,libre eleccion
3011203,"historia de las mujeres y el genero: teoria, historiografia y fuentes.",ingenieria industrial,libre eleccion
3007248,historia moderna,ingenieria industrial,libre eleccion
3009447,historia y filosofia de la tecnica,ingenieria industrial,libre eleccion
3009446,historia y literatura. significaciones de lo real y lo ficcional,ingenieria industrial,libre eleccion
3006604,historia y teoria 4,ingenieria industrial,libre eleccion
3011083,humanidades ambientales i,ingenieria industrial,libre eleccion
3007852,ingenieria de requisitos,ingenieria industrial,libre eleccion
3007071,ingenieria electroquimica,ingenieria industrial,libre eleccion
3008949,ingenieria metabolica,ingenieria industrial,libre eleccion
3008105,ingles intensivo b1,ingenieria industrial,libre eleccion
3008115,ingles intensivo b2,ingenieria industrial,libre eleccion
3010125,iniciacion al ejercicio profesional de la arquitectura,ingenieria industrial,libre eleccion
3010196,"innovacion y emprendimiento, de la creatividad a la accion",ingenieria industrial,libre eleccion
3011256,inteligencia artificial aplicada a modelos del territorio,ingenieria industrial,libre eleccion
3006989,introduccion a la electroquimica,ingenieria industrial,libre eleccion
3011187,introduccion a la evaluacion del riesgo ecologico y humano del uso de sustancias quimicas,ingenieria industrial,libre eleccion
3011092,introduccion a la gestion de datos geocientificos,ingenieria industrial,libre eleccion
3009359,introduccion a la ingenieria civil,ingenieria industrial,libre eleccion
3011110,introduccion al pensamiento estetico i,ingenieria industrial,libre eleccion
3011111,introduccion al pensamiento estetico ii,ingenieria industrial,libre eleccion
3009353,introduccion al programa de matematicas,ingenieria industrial,libre eleccion
3010596,la ingenieria del cuerpo humano,ingenieria industrial,libre eleccion
3010952,las tic en la educacion con comunidades vulnerables,ingenieria industrial,libre eleccion
3010341,latin y paleografia medieval,ingenieria industrial,libre eleccion
3011010,literatura e imagen: modos de hacer visible,ingenieria industrial,libre eleccion
3009786,lo sagrado como argumento de jurisdiccion territorial,ingenieria industrial,elegibles
3011095,los chicos no lloran: nuevas masculinidades en ingenierias,ingenieria industrial,libre eleccion
3007561,maquinaria agricola,ingenieria industrial,libre eleccion
3011150,medicion del desarrollo,ingenieria industrial,libre eleccion
3010303,metrologia industrial,ingenieria industrial,libre eleccion
3010344,nutricion y alimentacion de perros y gatos,ingenieria industrial,libre eleccion
3008142,pasantia preg. en otra universidad-intern._1,ingenieria industrial,libre eleccion
3007639,pasantia pregrado - insa 1,ingenieria industrial,libre eleccion
3007641,pasantia pregrado - insa 3,ingenieria industrial,libre eleccion
3006961,pasantia pregrado - paristech 1,ingenieria industrial,libre eleccion
3006750,pasantia pregrado - paristech 3,ingenieria industrial,libre eleccion
3011260,plan b: ingenieria para la vida,ingenieria industrial,libre eleccion
3011317,planificacion minera,ingenieria industrial,libre eleccion
3007627,portugues intensivo,ingenieria industrial,libre eleccion
3007585,practica academica especial 1,ingenieria industrial,libre eleccion
3006664,practica academica especial 10,ingenieria industrial,libre eleccion
3007621,practica academica especial 12,ingenieria industrial,libre eleccion
3007586,practica academica especial 2,ingenieria industrial,libre eleccion
3007587,practica academica especial 3,ingenieria industrial,libre eleccion
3007589,practica academica especial 4,ingenieria industrial,libre eleccion
3007598,practica academica especial 5,ingenieria industrial,libre eleccion
3009496,practica academica especial 6,ingenieria industrial,libre eleccion
3008650,practica academica especial 7,ingenieria industrial,libre eleccion
3006640,practica academica especial 8,ingenieria industrial,libre eleccion
3006641,practica academica especial 9,ingenieria industrial,libre eleccion
3011159,"practica artistica, memorias y patrimonio en el territorio",ingenieria industrial,libre eleccion
3011207,practicas curatoriales,ingenieria industrial,libre eleccion
3006863,procesamiento ceramico,ingenieria industrial,libre eleccion
3006865,proteccion radiologica,ingenieria industrial,libre eleccion
3011096,radio espace: relaciones entre espacio arquitectonico y espacio sonoro,ingenieria industrial,libre eleccion
3006618,representacion del proyecto 4,ingenieria industrial,libre eleccion
3006619,representacion del proyecto 5,ingenieria industrial,libre eleccion
3010128,reproduccion asistida en animales domesticos,ingenieria industrial,libre eleccion
1000096-m,research seminar,ingenieria industrial,libre eleccion
3011208,restauracion ecologica para el manejo de ecosistemas terrestres,ingenieria industrial,libre eleccion
3011281,retos profesionales ante la poblacion vulnerable urbana y rural,ingenieria industrial,libre eleccion
1000152-m,"salud mental, bienestar emocional y herramientas para la vida - un enfoque interprofesional",ingenieria industrial,libre eleccion
3010185,seminario de ecologia politica,ingenieria industrial,libre eleccion
3008607,sigueme 1,ingenieria industrial,libre eleccion
3008608,sigueme 2,ingenieria industrial,libre eleccion
3011315,sistema de produccion de codornices,ingenieria industrial,libre eleccion
3009665,sistemas de informacion geografica aplicados a la agricultura,ingenieria industrial,libre eleccion
3007867,sistemas operativos,ingenieria industrial,libre eleccion
3006808,sistematica vegetal,ingenieria industrial,libre eleccion
3007582,soldadura,ingenieria industrial,libre eleccion
3011282,sostenibilidad y sistemas de produccion animal,ingenieria industrial,libre eleccion
3010903,"suelos tropicales, su origen, evolucion, analisis y manejo",ingenieria industrial,libre eleccion
3010377,taller de historia urbano-arquitectonica: memoria y patrimonio,ingenieria industrial,libre eleccion
3011307,tecnicas bioclimaticas en ambientes interiores,ingenieria industrial,libre eleccion
3011306,tecnologias y culturas digitales,ingenieria industrial,libre eleccion
3007524,termodinamica y revolucion industrial,ingenieria industrial,libre eleccion
3011137,agrogestion de la informacion,ingenieria quimica,libre eleccion
3006645,aleman a1: explora un mundo,ingenieria quimica,libre eleccion
3011079,"amor, perdon, reconciliacion en hegel",ingenieria quimica,libre eleccion
3010579,analisis de la genetica molecular,ingenieria quimica,libre eleccion
3011199,antropologia filosofica y el problema de la existencia humana,ingenieria quimica,libre eleccion
3011139,arboles y arquitectura,ingenieria quimica,libre eleccion
3009211,"arte, ideologia y poder",ingenieria quimica,libre eleccion
3006638,asignatura en otra univer. internac.-preg._1,ingenieria quimica,libre eleccion
3006692,asignatura en otra univer. nacional - preg._1,ingenieria quimica,libre eleccion
3009275,bioprocesos agroindustriales,ingenieria quimica,libre eleccion
3008203,biotecnologia agropecuaria,ingenieria quimica,libre eleccion
3011254,"cambio climatico, paisaje y territorio",ingenieria quimica,libre eleccion
3011200,catedra africanias y sus diasporas en las americas,ingenieria quimica,libre eleccion
3011113,catedra agraria: plantaciones y restauracion forestal,ingenieria quimica,libre eleccion
3007373,catedra antioquia,ingenieria quimica,libre eleccion
3009509,catedra apun-50 anos,ingenieria quimica,libre eleccion
3011144,catedra ciudad y ciudadanias,ingenieria quimica,libre eleccion
1000129-m,"catedra colombiana: ciudadania, integridad y lucha contra la corrupcion",ingenieria quimica,libre eleccion
3007588,catedra de pensamiento ambiental: cambio ambiental global,ingenieria quimica,libre eleccion
3007645,"catedra de sede sobre genero, feminismos y diversidades sexuales: vivir juntxs",ingenieria quimica,libre eleccion
3007786,catedra en ingenieria electrica,ingenieria quimica,libre eleccion
3010348,"catedra estudiantil: universidad, participacion y sociedad",ingenieria quimica,libre eleccion
3009368,catedra gabriel trujillo: mineria y ambiente,ingenieria quimica,libre eleccion
1965-2025,catedra: historia intensa de medellin,ingenieria quimica,libre eleccion
3009065,"catedra ingenieria civil, 100 anos",ingenieria quimica,libre eleccion
3011296,catedra luis antonio restrepo arango:facultad de ciencias humanas; 50 anos construccion conocimiento,ingenieria quimica,libre eleccion
1000134-m,catedra nacional - enarmonia: anclajes imprescindibles para la educacion inclusiva en la unal,ingenieria quimica,libre eleccion
1000159-m,catedra nacional acciones por la sustentabilidad,ingenieria quimica,libre eleccion
1000158-m,catedra nacional ambiental,ingenieria quimica,libre eleccion
1000089-m,catedra nacional de induccion y preparacion para la vida universitaria,ingenieria quimica,libre eleccion
1000160-m,catedra nacional de prompt engineering,ingenieria quimica,libre eleccion
1000147-m,catedra nacional en transicion energetica: aproximacion desde las ciencias de la tierra,ingenieria quimica,libre eleccion
1000145-m,catedra nacional gestion a la adaptacion y cambio climatico en colombia,ingenieria quimica,libre eleccion
1000128-m,"catedra nacional: juntas, juntes y juntos. apuestas desde los estudios feministas y de genero",ingenieria quimica,libre eleccion
1000161-m,catedra pedro nel gomez: centros de pensamiento en ingenieria para la vida,ingenieria quimica,libre eleccion
1000157-m,"catedra proceso constituyente universitario en la unal: perspectiva historica, comparada y situada",ingenieria quimica,libre eleccion
3010712,catedra sobre la felicidad,ingenieria quimica,libre eleccion
3011164,"catedra viajera, arquitecta y urbanismo a traves del viaje",ingenieria quimica,libre eleccion
3007812,ciclos de potencia y analisis energetico,ingenieria quimica,libre eleccion
3006819,citogenetica,ingenieria quimica,libre eleccion
3007527,ciudad y ambiente,ingenieria quimica,libre eleccion
3010929,computacion cuantica,ingenieria quimica,libre eleccion
3007075,conservacion y manejo de vida silvestre,ingenieria quimica,libre eleccion
3011231,construccion social para la practica del habitar,ingenieria quimica,libre eleccion
3007014,control biologico de plagas,ingenieria quimica,libre eleccion
3011293,"crecimiento economico, energia y crisis medio ambiental",ingenieria quimica,libre eleccion
3007016,cultivo de plantas ornamentales,ingenieria quimica,libre eleccion
3010999,"curar, editar y publicar",ingenieria quimica,libre eleccion
3010760,de la secundaria a la universidad,ingenieria quimica,libre eleccion
3009433,de la universidad a la organizacion,ingenieria quimica,libre eleccion
3011145,"del proyecto a la obra, tecnica y dispositivos en la arquitectura del tropico",ingenieria quimica,libre eleccion
3008693,deporte formativo,ingenieria quimica,libre eleccion
3010555,derecho urbanistico,ingenieria quimica,libre eleccion
3009931,economia ecologica,ingenieria quimica,libre eleccion
3011146,economia y marketing,ingenieria quimica,libre eleccion
3006631,ecosistema urbano critico,ingenieria quimica,libre eleccion
3009932,"el cuento, teoria y retoricas del cuento en la literatura latinoamericana",ingenieria quimica,libre eleccion
3010837,el proceso de produccion desde la formacion social,ingenieria quimica,libre eleccion
3011001,el retorno de las brujas: mujeres en la ciencia y equidad de genero en carreras stem,ingenieria quimica,libre eleccion
3011313,ensenanza de las ciencias sociales: metodos y tecnicas.,ingenieria quimica,libre eleccion
3011089,estados fisiologicos y etapas en la produccion animal,ingenieria quimica,libre eleccion
3009510,estimacion de parametros geneticos,ingenieria quimica,libre eleccion
3007548,etica y voluntariado universitario y social,ingenieria quimica,libre eleccion
3010177,fascismo y modernidad,ingenieria quimica,libre eleccion
3010333,fitoquimica,ingenieria quimica,libre eleccion
3011002,fotografia de arquitectura,ingenieria quimica,libre eleccion
3008056,frances a1: explora un mundo,ingenieria quimica,libre eleccion
3008207,frances a2: explora un mundo,ingenieria quimica,libre eleccion
3007036,fruticultura,ingenieria quimica,libre eleccion
3011149,fundamentos de palinologia,ingenieria quimica,libre eleccion
3011229,"futbol, ciudad y espectaculo. estudios socioterritoriales del futbol",ingenieria quimica,libre eleccion
3009602,geografia historica y cultura material,ingenieria quimica,libre eleccion
3010085,gerencia financiera,ingenieria quimica,elegibles
3006745,habitat i,ingenieria quimica,libre eleccion
3007643,herramientas para emprender,ingenieria quimica,libre eleccion
3007235,historia antigua,ingenieria quimica,libre eleccion
3007237,historia de america ii,ingenieria quimica,libre eleccion
3009491,historia de america iii,ingenieria quimica,libre eleccion
3007239,historia de america iv,ingenieria quimica,libre eleccion
3009756,historia de america prehispanica,ingenieria quimica,libre eleccion
3011203,"historia de las mujeres y el genero: teoria, historiografia y fuentes.",ingenieria quimica,libre eleccion
3007248,historia moderna,ingenieria quimica,libre eleccion
3009447,historia y filosofia de la tecnica,ingenieria quimica,libre eleccion
3009446,historia y literatura. significaciones de lo real y lo ficcional,ingenieria quimica,libre eleccion
3011083,humanidades ambientales i,ingenieria quimica,libre eleccion
3010850,incendios y explosiones de metano y polvos combustibles,ingenieria quimica,elegibles
3007071,ingenieria electroquimica,ingenieria quimica,libre eleccion
3008949,ingenieria metabolica,ingenieria quimica,libre eleccion
3008105,ingles intensivo b1,ingenieria quimica,libre eleccion
3008115,ingles intensivo b2,ingenieria quimica,libre eleccion
3010125,iniciacion al ejercicio profesional de la arquitectura,ingenieria quimica,libre eleccion
3010196,"innovacion y emprendimiento, de la creatividad a la accion",ingenieria quimica,libre eleccion
3011256,inteligencia artificial aplicada a modelos del territorio,ingenieria quimica,libre eleccion
3006989,introduccion a la electroquimica,ingenieria quimica,libre eleccion
3011187,introduccion a la evaluacion del riesgo ecologico y humano del uso de sustancias quimicas,ingenieria quimica,libre eleccion
3011092,introduccion a la gestion de datos geocientificos,ingenieria quimica,libre eleccion
3009359,introduccion a la ingenieria civil,ingenieria quimica,libre eleccion
3011110,introduccion al pensamiento estetico i,ingenieria quimica,libre eleccion
3011111,introduccion al pensamiento estetico ii,ingenieria quimica,libre eleccion
3009353,introduccion al programa de matematicas,ingenieria quimica,libre eleccion
3010596,la ingenieria del cuerpo humano,ingenieria quimica,libre eleccion
3010952,las tic en la educacion con comunidades vulnerables,ingenieria quimica,libre eleccion
3010341,latin y paleografia medieval,ingenieria quimica,libre eleccion
3011010,literatura e imagen: modos de hacer visible,ingenieria quimica,libre eleccion
3009786,lo sagrado como argumento de jurisdiccion territorial,ingenieria quimica,elegibles
3011095,los chicos no lloran: nuevas masculinidades en ingenierias,ingenieria quimica,libre eleccion
3007561,maquinaria agricola,ingenieria quimica,libre eleccion
3011150,medicion del desarrollo,ingenieria quimica,libre eleccion
3010303,metrologia industrial,ingenieria quimica,libre eleccion
3010344,nutricion y alimentacion de perros y gatos,ingenieria quimica,libre eleccion
3008142,pasantia preg. en otra universidad-intern._1,ingenieria quimica,libre eleccion
3007639,pasantia pregrado - insa 1,ingenieria quimica,libre eleccion
3007641,pasantia pregrado - insa 3,ingenieria quimica,libre eleccion
3006961,pasantia pregrado - paristech 1,ingenieria quimica,libre eleccion
3006750,pasantia pregrado - paristech 3,ingenieria quimica,libre eleccion
3011260,plan b: ingenieria para la vida,ingenieria quimica,libre eleccion
3011317,planificacion minera,ingenieria quimica,libre eleccion
3007627,portugues intensivo,ingenieria quimica,libre eleccion
3007585,practica academica especial 1,ingenieria quimica,libre eleccion
3006664,practica academica especial 10,ingenieria quimica,libre eleccion
3007621,practica academica especial 12,ingenieria quimica,libre eleccion
3007586,practica academica especial 2,ingenieria quimica,libre eleccion
3007587,practica academica especial 3,ingenieria quimica,libre eleccion
3007589,practica academica especial 4,ingenieria quimica,libre eleccion
3007598,practica academica especial 5,ingenieria quimica,libre eleccion
3009496,practica academica especial 6,ingenieria quimica,libre eleccion
3008650,practica academica especial 7,ingenieria quimica,libre eleccion
3006640,practica academica especial 8,ingenieria quimica,libre eleccion
3006641,practica academica especial 9,ingenieria quimica,libre eleccion
3011159,"practica artistica, memorias y patrimonio en el territorio",ingenieria quimica,libre eleccion
3011207,practicas curatoriales,ingenieria quimica,libre eleccion
3006863,procesamiento ceramico,ingenieria quimica,libre eleccion
3006865,proteccion radiologica,ingenieria quimica,libre eleccion
3011096,radio espace: relaciones entre espacio arquitectonico y espacio sonoro,ingenieria quimica,libre eleccion
3010128,reproduccion asistida en animales domesticos,ingenieria quimica,libre eleccion
1000096-m,research seminar,ingenieria quimica,libre eleccion
3011208,restauracion ecologica para el manejo de ecosistemas terrestres,ingenieria quimica,libre eleccion
3011281,retos profesionales ante la poblacion vulnerable urbana y rural,ingenieria quimica,libre eleccion
1000152-m,"salud mental, bienestar emocional y herramientas para la vida - un enfoque interprofesional",ingenieria quimica,libre eleccion
3010185,seminario de ecologia politica,ingenieria quimica,libre eleccion
3008607,sigueme 1,ingenieria quimica,libre eleccion
3008608,sigueme 2,ingenieria quimica,libre eleccion
3011315,sistema de produccion de codornices,ingenieria quimica,libre eleccion
3009665,sistemas de informacion geografica aplicados a la agricultura,ingenieria quimica,libre eleccion
3006808,sistematica vegetal,ingenieria quimica,libre eleccion
3007582,soldadura,ingenieria quimica,libre eleccion
3011282,sostenibilidad y sistemas de produccion animal,ingenieria quimica,libre eleccion
3010903,"suelos tropicales, su origen, evolucion, analisis y manejo",ingenieria quimica,libre eleccion
3010377,taller de historia urbano-arquitectonica: memoria y patrimonio,ingenieria quimica,libre eleccion
3011307,tecnicas bioclimaticas en ambientes interiores,ingenieria quimica,libre eleccion
